Name,FIPS,"# Household Income by Race | White, Less than $10,000, 2023 [Estimated]","# Household Income by Race | White, $10,000 to $19,999, 2023 [Estimated]","# Household Income by Race | White, $20,000 to $29,999, 2023 [Estimated]","# Household Income by Race | White, $30,000 to $39,999, 2023 [Estimated]","# Household Income by Race | White, $40,000 to $49,999, 2023 [Estimated]","# Household Income by Race | White, $50,000 to $59,999, 2023 [Estimated]","# Household Income by Race | Black, Less than $10,000, 2023 [Estimated]","# Household Income by Race | Black, $10,000 to $19,999, 2023 [Estimated]","# Household Income by Race | Black, $20,000 to $29,999, 2023 [Estimated]","# Household Income by Race | Black, $30,000 to $39,999, 2023 [Estimated]","# Household Income by Race | Black, $40,000 to $49,999, 2023 [Estimated]","# Household Income by Race | Black, $50,000 to $59,999, 2023 [Estimated]"
"Durham, NC",3719000,1925,1986,2819,3248,3915,4920,2950,3277,5628,6315,4226,3815
